Common,Species,lon,lat,Country,State/Province,Year
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.07627,53.18207,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6457,51.72844,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.02691,53.59611,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.22527,51.42007,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.22404,52.82232,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.07243,53.58749,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.04141,53.6232,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.7206,51.19272,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1970
Fox,Vulpes vulpes,1.62283,52.67726,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.01509,52.44629,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1970
Fox,Vulpes vulpes,0.44588,52.79733,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.04161,53.61421,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.51074,55.09086,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.22497,53.00211,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.15757,53.10271,United Kingdom,England,1970
Fox,Vulpes vulpes,0.82193,51.84022,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.08753,53.5876,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.53996,54.34933,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.07184,53.61445,United Kingdom,England,1970
Fox,Vulpes vulpes,-4.46327,50.52619,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.53125,51.8459,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.2245,52.91221,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.34543,53.51738,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.51724,50.8396,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.42618,51.98955,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6762,53.27007,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6316,51.75549,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.14982,54.61716,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.26758,51.06099,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.59638,50.86631,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.27326,50.90819,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.06302,50.83295,United Kingdom,England,1970
Fox,Vulpes vulpes,0.12985,51.32422,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.12931,53.40225,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.78249,51.2878,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.73682,53.74161,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6762,53.27007,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.92289,55.24916,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.64189,51.45872,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.64303,51.53964,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6457,51.72844,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.34254,51.8466,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.07223,53.59647,United Kingdom,England,1970
Fox,Vulpes vulpes,0.90083,51.71239,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.85867,53.37527,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.35544,51.79964,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.03675,50.68715,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.26845,50.93665,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.05652,53.62332,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.06491,50.57922,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.45984,50.52437,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.73682,53.74161,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.12898,53.29439,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1970
Fox,Vulpes vulpes,0.05248,50.87594,United Kingdom,England,1970
Fox,Vulpes vulpes,0.72536,52.52147,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.47222,53.63036,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.2209,50.71392,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.85071,51.14012,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.75948,50.38157,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.22591,53.18188,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.84981,51.17608,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.1311,50.906,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.2218,50.90276,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.8835,55.27159,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.05712,53.59636,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.9234,50.75008,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.1964,51.62216,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.16164,51.57196,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.41413,51.73848,United Kingdom,England,1970
Fox,Vulpes vulpes,0.64001,51.08448,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.35334,52.99607,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.52627,53.27082,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.1964,51.62216,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.74309,51.41777,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.12898,53.29439,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.09177,50.82443,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.51602,51.78303,United Kingdom,England,1970
Fox,Vulpes vulpes,0.72519,51.68062,United Kingdom,England,1970
Fox,Vulpes vulpes,0.98751,52.58258,United Kingdom,England,1970
Fox,Vulpes vulpes,0.63955,51.70057,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1970
Fox,Vulpes vulpes,0.20352,50.91366,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.63647,51.37612,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.07164,53.62343,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.62343,53.63093,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.52775,53.32813,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.79261,51.1755,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.08695,53.61456,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.95191,50.59721,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.2393,51.42927,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.04181,53.60522,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.78011,51.3777,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.07983,55.06944,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6762,53.27007,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.76819,53.42906,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.53125,51.8459,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.71895,50.86479,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.91925,53.13263,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.02629,53.62307,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.04188,51.33621,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.53141,53.68428,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.39213,54.97897,United Kingdom,England,1970
Fox,Vulpes vulpes,1.59342,52.31838,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.08734,53.59659,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.67762,53.35995,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.0265,53.61409,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.84396,51.40982,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.0267,53.6051,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.75938,54.97487,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.32727,52.1679,United Kingdom,England,1970
Fox,Vulpes vulpes,1.18639,52.77974,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.44398,51.82828,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.3253,53.35997,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.41795,55.20803,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.07643,53.27196,United Kingdom,England,1970
Fox,Vulpes vulpes,-0.48092,51.73389,United Kingdom,England,1970
Fox,Vulpes vulpes,1.03835,52.78363,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.6762,53.27007,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.37397,53.00173,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.05672,53.61433,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.35322,54.51821,United Kingdom,England,1970
Fox,Vulpes vulpes,-1.47109,53.72024,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.89647,50.28947,United Kingdom,England,1970
Fox,Vulpes vulpes,0.14033,51.22556,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.07659,53.36185,United Kingdom,England,1970
Fox,Vulpes vulpes,-2.03908,53.42029,United Kingdom,England,1970
Fox,Vulpes vulpes,-3.67113,57.13421,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-5.96559,57.27501,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.73788,54.89034,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.43296,55.13504,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-5.59496,57.29561,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.66184,56.20889,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.66808,56.29864,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-3.36624,56.05029,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.58965,55.13181,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-3.01204,56.31876,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-5.93355,57.28591,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.64946,56.0294,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-5.16192,58.24201,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.49496,56.1225,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.42751,55.04526,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.48916,56.03274,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.1837,56.30813,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-4.58385,55.04204,United Kingdom,Scotland,1970
Fox,Vulpes vulpes,-3.68338,52.18123,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.6846,51.80296,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.69533,51.98257,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.82384,51.70976,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.40486,53.31315,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.10944,53.29378,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.03129,53.18051,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.11288,51.70245,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.19533,51.94757,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.96251,51.6164,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.82945,51.79956,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.98616,51.97555,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.97427,51.79598,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.4499,51.97303,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.89807,52.87433,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.12595,53.26667,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.82149,52.02009,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.27033,51.87805,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.97767,51.73743,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.25149,51.91905,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.38869,53.27738,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.83509,51.88936,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.96251,51.6164,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.68338,52.18123,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.67927,51.71314,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.40516,53.32214,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-5.12528,51.882,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.77949,52.04807,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.91289,51.63113,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.63489,52.06938,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.95284,51.80102,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-2.79637,51.65109,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.96837,51.70619,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.82945,51.79956,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.82945,51.79956,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.96251,51.6164,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-4.97146,51.8635,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-2.98685,51.55959,United Kingdom,Wales,1970
Peregrine,Falco peregrinus,-3.6,57.2,United Kingdom,Scotland,1970
Peregrine,Falco peregrinus,-3.5,51.9,United Kingdom,Wales,1970
Peregrine,Falco peregrinus,-3.4,51.8,United Kingdom,Wales,1970
Peregrine,Falco peregrinus,-3.7,57.1,United Kingdom,Scotland,1970
Peregrine,Falco peregrinus,-3.5,51.9,United Kingdom,Wales,1970
Peregrine,Falco peregrinus,-3.5,51.9,United Kingdom,Wales,1970
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,1.03211,52.69386,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.22543,53.092,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.8884,53.50114,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67478,53.18019,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.6189,50.38361,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.55786,55.09964,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,0.07107,50.97454,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.96516,51.78416,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.2245,52.91221,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67478,53.18019,United Kingdom,England,1971
Fox,Vulpes vulpes,1.32073,52.59618,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.87189,53.97749,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.49007,53.38334,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.63379,51.46601,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52516,53.18094,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.02948,53.30799,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,1.05093,52.96316,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.24719,50.84485,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.74342,55.02876,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.22497,53.00211,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.32423,51.31616,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.26783,51.48714,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.31606,52.27114,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.76346,55.60838,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.75616,50.29168,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.99398,53.15963,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.84995,53.33637,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67905,53.44983,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.93395,53.29444,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.1307,53.44641,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52516,53.18094,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.8884,53.50114,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.30466,54.61815,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.7919,50.9282,United Kingdom,England,1971
Fox,Vulpes vulpes,1.42758,52.07147,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.22543,53.092,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.90577,52.45841,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.08927,53.29847,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.55954,53.23072,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1971
Fox,Vulpes vulpes,0.35149,53.10944,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52516,53.18094,United Kingdom,England,1971
Fox,Vulpes vulpes,0.02862,51.63177,United Kingdom,England,1971
Fox,Vulpes vulpes,1.32754,52.68593,United Kingdom,England,1971
Fox,Vulpes vulpes,0.72536,52.52147,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.0758,52.9124,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67905,53.44983,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.67782,53.43784,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.19679,53.38733,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.97604,53.26799,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.97965,51.80214,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.40824,51.13528,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.07831,50.80622,United Kingdom,England,1971
Fox,Vulpes vulpes,1.34127,52.86541,United Kingdom,England,1971
Fox,Vulpes vulpes,0.17566,52.28558,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.60742,55.33841,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.76292,55.69823,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.90005,50.37936,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.40789,52.36682,United Kingdom,England,1971
Fox,Vulpes vulpes,1.03211,52.69386,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.46255,52.27314,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.2303,52.40026,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.55202,52.51154,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.48674,50.65518,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.02626,52.36106,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.87189,53.97749,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.75948,50.38157,United Kingdom,England,1971
Fox,Vulpes vulpes,0.64001,51.08448,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.97965,51.80214,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.22543,53.092,United Kingdom,England,1971
Fox,Vulpes vulpes,0.88434,52.69755,United Kingdom,England,1971
Fox,Vulpes vulpes,1.17333,52.60023,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.92237,55.51873,United Kingdom,England,1971
Fox,Vulpes vulpes,0.44085,52.70752,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.83159,50.6098,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.17804,50.61507,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.88671,53.6597,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.76282,50.47146,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.94873,53.48321,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,1.19709,52.11393,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.74045,51.32326,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.69399,54.34348,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.20851,50.83826,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.2161,51.10069,United Kingdom,England,1971
Fox,Vulpes vulpes,0.45723,51.27284,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.84607,50.61857,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.24463,52.40946,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.2245,52.91221,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.17042,52.42632,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.96516,51.78416,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.15355,54.43745,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.71256,53.20244,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.86877,54.96606,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.60653,55.42827,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.61466,52.0952,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.0758,52.9124,United Kingdom,England,1971
Fox,Vulpes vulpes,-4.57358,50.47883,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.22527,51.42007,United Kingdom,England,1971
Fox,Vulpes vulpes,0.90225,52.96689,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.41082,52.14163,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.65641,51.46763,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.94873,53.48321,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.6564,53.44546,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.80543,55.14569,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52189,52.91128,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52516,53.18094,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.43781,52.22337,United Kingdom,England,1971
Fox,Vulpes vulpes,0.91953,50.98789,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.54803,50.82975,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.90366,50.46924,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-0.90919,51.68919,United Kingdom,England,1971
Fox,Vulpes vulpes,-4.4715,50.54851,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,0.59404,52.79418,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.39272,53.37381,United Kingdom,England,1971
Fox,Vulpes vulpes,-5.16421,50.35181,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.47768,50.893,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.28229,51.4961,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67478,53.18019,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.52737,53.36071,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67905,53.44983,United Kingdom,England,1971
Fox,Vulpes vulpes,0.20284,51.34985,United Kingdom,England,1971
Fox,Vulpes vulpes,-1.57425,53.25774,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.67478,53.18019,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.76617,50.56135,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.12832,53.35654,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.9781,53.35786,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.90728,50.55912,United Kingdom,England,1971
Fox,Vulpes vulpes,-3.15073,53.35183,United Kingdom,England,1971
Fox,Vulpes vulpes,0.89625,52.87711,United Kingdom,England,1971
Fox,Vulpes vulpes,1.48954,52.86115,United Kingdom,England,1971
Fox,Vulpes vulpes,-2.22497,53.00211,United Kingdom,England,1971
